wsif_year,school_organization_id,school_name,student_group,school_level,regular_attendance_numerator,regular_attendance_denominator,regular_attendance_rate
2022,"102,727",Ferris High School,All Students,High,4128,5107,80.8
2022,"102,728",Salk Middle School,All Students,Middle,1744,2216,78.7
2022,"102,795",University High School,All Students,High,3482,4863,71.6
2022,"102,837",Liberty High School,All Students,High,386,505,76.4
2022,"103,131",Tekoa High School,All Students,High,225,280,80.4
2022,"103,138",Lincoln Middle School,All Students,Middle,1697,1972,86.1
2022,"100,506",Clallam Bay High & Elementary,All Students,High,286,370,77.3
2022,"100,540",Columbia River High,All Students,High,2526,3471,72.8
2022,"101,193",Evergreen Middle School,All Students,Middle,1610,2176,74.0
2022,"101,337",Nelsen Middle School,All Students,Middle,2260,2963,76.3
2022,"101,375",Tillicum Middle School,All Students,Middle,2127,2299,92.5
2022,"102,051",Aylen Jr High,All Students,High,1600,2269,70.5
2022,"102,149",Truman Middle School,All Students,Middle,1555,2092,74.3
2022,"102,235",Lakes High School,All Students,High,3366,3901,86.3
2022,"102,324",Glacier Middle School,All Students,Middle,2120,2720,77.9
2022,"102,536",Meadowdale High School,All Students,High,3458,4535,76.3
2022,"102,864",Riverside Middle School,All Students,Middle,766,953,80.4
2022,"103,004",Wahkiakum High School,All Students,High,424,532,79.7
2022,"103,019",Walla Walla High School,All Students,High,3745,5031,74.4
2022,"100,334",McFarland Middle School,All Students,Middle,1767,2168,81.5
2022,"100,369",Park Middle School,All Students,Middle,1730,2145,80.7
2022,"100,675",Cascade Middle School,All Students,Middle,1209,1634,74.0
2022,"100,868",J M Weatherwax High School,All Students,High,1930,2772,69.6
2022,"101,131",Nathan Hale High School,All Students,High,2633,3472,75.8
2022,"101,297",Tyee High School,All Students,High,1524,2540,60.0
2022,"101,379",Newport Senior High School,All Students,High,4848,5341,90.8
2022,"101,640",Canyon Park Middle School,All Students,Middle,2481,2830,87.7
2022,"101,803",Klickitat Elem & High,All Students,High,197,252,78.2
2022,"102,188",Sumner Middle School,All Students,Middle,1752,2182,80.3
2022,"102,237",Thomas Middle School,All Students,Middle,1439,2026,71.0
2022,"102,897",Columbia High And Elementary,All Students,High,224,354,63.3
2022,"102,999",Tenino High School,All Students,High,812,1173,69.2
2022,"103,020",Garrison Middle School,All Students,Middle,1433,1822,78.6
2022,"100,415",Richland High School,All Students,High,4822,5998,80.4
2022,"100,821",Royal High School,All Students,High,1051,1562,67.3
2022,"101,134",McClure Middle School,All Students,Middle,1323,1528,86.6
2022,"101,408",Cedarcrest High School,All Students,High,2479,2862,86.6
2022,"101,531",Redmond High School,All Students,High,4995,6313,79.1
2022,"102,853",Centennial Middle School,All Students,Middle,1256,1883,66.7
2022,"103,026",John Sager Middle School,All Students,Middle,754,1122,67.2
2022,"100,543",Jason Lee Middle School,All Students,Middle,1450,1993,72.8
2022,"100,639",Laurin Middle School,All Students,Middle,1857,2108,88.1
2022,"100,698",Woodland High School,All Students,High,1736,2114,82.1
2022,"103,951",Raisbeck Aviation High School,All Students,High,1060,1209,87.7
2022,"103,961",Republic Junior High,All Students,Middle,116,172,67.4
2022,"102,543",Alderwood Middle School,All Students,Middle,1991,2368,84.1
2022,"100,449",Cascade High School,All Students,High,973,1254,77.6
2022,"102,797",Greenacres Middle School,All Students,Middle,1493,1828,81.7
2022,"103,040",Prescott High School,All Students,High,213,303,70.3
2022,"103,069",Sehome High School,All Students,High,2735,3500,78.1
2022,"100,756",Republic Senior High School,All Students,High,145,264,54.9
2022,"100,897",Taholah High School,All Students,High,85,203,41.9
2022,"101,201",Thomas Jefferson High School,All Students,High,3413,5190,65.8
2022,"101,383",Interlake Senior High School,All Students,High,4283,5056,84.7
2022,"101,535",Finn Hill Middle School,All Students,Middle,1655,2019,82.0
2022,"101,839",Winlock Senior High,All Students,High,454,563,80.6
2022,"102,177",Curtis Senior High,All Students,High,3433,4176,82.2
2022,"102,239",Lochburn Middle School,All Students,Middle,1233,1845,66.8
2022,"102,817",Cheney High School,All Students,High,2821,4080,69.1
2022,"102,930",Nisqually Middle School,All Students,Middle,2045,2663,76.8
2022,"102,951",Tumwater Middle School,All Students,Middle,1705,1987,85.8
2022,"103,199",Lewis & Clark Middle School,All Students,Middle,1754,2600,67.5
2022,"100,822",Royal Middle School,All Students,Middle,648,846,76.6
2022,"100,878",Hoquiam High School,All Students,High,985,1359,72.5
2022,"101,203",Sacajawea Middle School,All Students,Middle,1700,2248,75.6
2022,"101,342",Hazen Senior High School,All Students,High,3825,5274,72.5
2022,"101,384",Odle Middle School,All Students,Middle,2822,3035,93.0
2022,"101,467",Maywood Middle School,All Students,Middle,2964,3241,91.5
2022,"101,586",Kentridge High School,All Students,High,4849,6126,79.2
2022,"101,817",Lyle Middle School,All Students,Middle,91,139,65.5
2022,"102,055",Gov John Rogers High School,All Students,High,3644,5223,69.8
2022,"102,279",Washington High School,All Students,High,2122,2936,72.3
2022,"102,549",Brier Terrace Middle School,All Students,Middle,1741,2042,85.3
2022,"101,312",McMurray Middle School,All Students,Middle,942,1129,83.4
2022,"101,505",Albert Einstein Middle School,All Students,Middle,2118,2445,86.6
2022,"101,752",Cedar Heights Middle School,All Students,Middle,1554,2077,74.8
2022,"102,493",Mariner High School,All Students,High,5141,7015,73.3
2022,"102,972",Reeves Middle School,All Students,Middle,1107,1196,92.6
2022,"101,208",Kilo Middle School,All Students,Middle,1435,1923,74.6
2022,"101,541",Rose Hill Middle School,All Students,Middle,2549,2940,86.7
2022,"102,933",Timberline High School,All Students,High,3292,4352,75.6
2022,"102,974",Washington Middle School,All Students,Middle,2245,2372,94.6
2022,"100,370",Kamiakin High School,All Students,High,4760,5422,87.8
2022,"101,346",Lindbergh Senior High School,All Students,High,2658,3691,72.0
2022,"102,056",Ballou Jr High,All Students,High,2004,2713,73.9
2022,"102,297",Spanaway Middle School,All Students,Middle,1570,2274,69.0
2022,"102,453",Eisenhower Middle School,All Students,Middle,2304,2825,81.6
2022,"102,553",College Place Middle School,All Students,Middle,1114,1381,80.7
2022,"102,554",Lynnwood High School,All Students,High,3236,4223,76.6
2022,"102,737",Garry Middle School,All Students,Middle,1313,1881,69.8
2022,"103,084",Vista Middle School,All Students,Middle,1440,1722,83.6
2022,"101,592",Meeker Middle School,All Students,Middle,1609,2022,79.6
2022,"101,210",Decatur High School,All Students,High,2400,4146,57.9
2022,"101,544",Juanita High School,All Students,High,3763,4618,81.5
2022,"101,143",Aki Kurose Middle School,All Students,Middle,1640,2074,79.1
2022,"101,144",Alan T. Sugiyama High School,All Students,High,30,146,20.5
2022,"100,600",Cascade Middle School,All Students,Middle,1974,2871,68.8
2022,"100,884",North Beach Junior High School,All Students,Middle,235,381,61.7
2022,"101,643",Leota Middle School,All Students,Middle,2368,2659,89.1
2022,"101,724",Fairview Middle School,All Students,Middle,1365,2057,66.4
2022,"103,000",Tenino Middle School,All Students,Middle,694,919,75.5
2022,"103,091",Blaine Middle School,All Students,Middle,1196,1509,79.3
2022,"102,335",Surprise Lake Middle School,All Students,Middle,1472,1800,81.8
2022,"102,427",Wind River Middle School,All Students,Middle,347,482,72.0
2022,"102,411",La Venture Middle School,All Students,Middle,1733,2247,77.1
2022,"102,886",Colville Junior High School,All Students,Middle,771,1213,63.6
2022,"100,417",Hanford High School,All Students,High,5028,6137,81.9
2022,"102,777",Northwood Middle School,All Students,Middle,2648,3150,84.1
2022,"102,556",Scriber Lake High School,All Students,High,261,716,36.5
2022,"101,546",Emerson High School,All Students,High,57,151,37.7
2022,"100,869",Harbor Junior/Senior High School,All Students,Middle,37,332,11.1
2022,"101,147",Nova High School,All Students,High,750,761,98.6
2022,"101,472",Pine Lake Middle School,All Students,Middle,2627,2786,94.3
2022,"102,158",Foss High School,All Students,High,1024,1942,52.7
2022,"102,799",Evergreen Middle School,All Students,Middle,1820,2108,86.3
2022,"100,653",View Ridge Middle School,All Students,Middle,1225,1636,74.9
2022,"102,639",Lakewood Middle School,All Students,Middle,1283,1845,69.5
2022,"102,904",Springdale Middle School,All Students,Middle,205,331,61.9
2022,"101,212",Illahee Middle School,All Students,Middle,1781,2435,73.1
2022,"102,401",La Conner Middle,All Students,Middle,324,446,72.6
2022,"100,549",Gaiser Middle School,All Students,Middle,1745,2616,66.7
2022,"100,810",Warden Middle School,All Students,Middle,559,720,77.6
2022,"100,769",New Horizons High School,All Students,High,520,951,54.7
2022,"102,800",Mica Peak High School,All Students,High,282,437,64.5
2022,"101,507",Shorewood High School,All Students,High,3454,4711,73.3
2022,"101,548",Kamiakin Middle School,All Students,Middle,1413,1854,76.2
2022,"100,419",Enterprise Middle School,All Students,Middle,1628,2146,75.9
2022,"103,104",Meridian Middle School,All Students,Middle,873,1065,82.0
2022,"100,550",Lewis and Clark High School,All Students,High,158,274,57.7
2022,"101,439",Maple View Middle School,All Students,Middle,2606,3058,85.2
2022,"100,928",North Whidbey Middle School,All Students,Middle,1902,2403,79.2
2022,"102,976",Capital High School,All Students,High,3254,4131,78.8
2022,"100,390",Kiona-Benton City Middle School,All Students,Middle,666,803,82.9
2022,"101,473",Liberty Sr High School,All Students,High,3760,4383,85.8
2022,"102,765",Medical Lake Middle School,All Students,Middle,1062,1237,85.9
2022,"102,012",Sadie Halstead Middle School,All Students,Middle,754,995,75.8
2022,"100,690",Castle Rock Middle School,All Students,Middle,745,1028,72.5
2022,"102,060",E B Walker High School,All Students,High,65,341,19.1
2022,"101,846",Toledo Middle School,All Students,Middle,504,565,89.2
2022,"102,629",High School Re Entry,All Students,High,28,54,51.9
2022,"100,642",Pleasant Valley Middle,All Students,Middle,1213,1430,84.8
2022,"100,486",Lincoln High School,All Students,High,165,252,65.5
2022,"100,934",Coupeville Middle School,All Students,Middle,531,651,81.6
2022,"100,658",Dayton Middle School,All Students,Middle,197,269,73.2
2022,"101,648",Northshore Middle School,All Students,Middle,2392,2756,86.8
2022,"103,281",Pace Alternative High School,All Students,High,49,244,20.1
2022,"100,373",Desert Hills Middle School,All Students,Middle,2443,2721,89.8
2022,"100,395",Finley Middle School,All Students,Middle,478,642,74.5
2022,"100,607",Legacy High School,All Students,High,504,974,51.7
2022,"103,033",Columbia High School,All Students,High,473,680,69.6
2022,"100,608",Wyeast Middle School,All Students,Middle,1792,2571,69.7
2022,"103,211",East Valley Central Middle School,All Students,Middle,1873,2447,76.5
2022,"101,167",Washington Middle School,All Students,Middle,1596,1839,86.8
2022,"103,022",Lincoln High School,All Students,High,369,497,74.2
2022,"102,260",Gig Harbor High,All Students,High,3848,4427,86.9
2022,"101,729",Olympic High School,All Students,High,2314,3547,65.2
2022,"100,643",Prairie High School,All Students,High,3401,4543,74.9
2022,"102,160",Oakland High School,All Students,High,48,516,9.3
2022,"102,657",Granite Falls Middle School,All Students,Middle,1110,1398,79.4
2022,"102,859",Deer Park High School,All Students,High,1678,2087,80.4
2022,"101,597",Mattson Middle School,All Students,Middle,1572,1914,82.1
2022,"101,598",Kentwood High School,All Students,High,3949,5657,69.8
2022,"102,028",Steilacoom High,All Students,High,2454,3057,80.3
2022,"102,191",Lakeridge Middle School,All Students,Middle,1806,2289,78.9
2022,"102,459",Sequoia High School,All Students,High,252,587,42.9
2022,"102,477",North Lake Middle School,All Students,Middle,2007,2380,84.3
2022,"101,757",John Sedgwick Middle School,All Students,Middle,1670,2217,75.3
2022,"102,630",Valley View Middle School,All Students,Middle,1793,2028,88.4
2022,"101,556",Evergreen Middle School,All Students,Middle,2362,2641,89.4
2022,"100,942",South Whidbey High School,All Students,High,943,1280,73.7
2022,"102,261",Key Peninsula Middle School,All Students,Middle,1106,1404,78.8
2022,"102,302",Spanaway Lake High School,All Students,High,2974,4633,64.2
2022,"100,609",Mountain View High School,All Students,High,3192,5232,61.0
2022,"101,557",Northstar Middle School,All Students,Middle,239,260,91.9
2022,"102,064",Ferrucci Jr High,All Students,High,1631,2290,71.2
2022,"102,804",Horizon Middle School,All Students,Middle,1311,1552,84.5
2022,"102,304",Cedarcrest Middle School,All Students,Middle,1728,2284,75.7
2022,"101,973",Tonasket Middle School,All Students,Middle,587,803,73.1
2022,"103,097",Lynden High School,All Students,High,2427,2827,85.9
2022,"102,640",Lakewood High School,All Students,High,1628,2444,66.6
2022,"102,911",Kettle Falls High School,All Students,High,580,720,80.6
2022,"100,583",Jemtegaard Middle School,All Students,Middle,1098,1516,72.4
2022,"100,612",Pacific Middle School,All Students,Middle,2241,2926,76.6
2022,"101,236",Enumclaw Middle School,All Students,Middle,1205,1478,81.5
2022,"100,722",Bridgeport Middle School,All Students,Middle,,,
2022,"100,752",Inchelium Middle School,All Students,Middle,117,163,71.8
2022,"102,263",Kopachuck Middle School,All Students,Middle,1312,1492,87.9
2022,"101,983",Ilwaco High School,All Students,High,525,902,58.2
2022,"101,958",Brewster Middle School,All Students,Middle,540,623,86.7
2022,"102,838",Liberty Jr High & Elementary,All Students,High,900,1078,83.5
2022,"102,866",Riverside High School,All Students,High,1218,1376,88.5
2022,"102,318",Eatonville Middle School,All Students,Middle,902,1236,73.0
2022,"102,497",Explorer Middle School,All Students,Middle,2306,2773,83.2
2022,"102,878",Wellpinit Middle School,All Students,Middle,148,245,60.4
2022,"101,945",Omak Middle School,All Students,Middle,830,1130,73.5
2022,"100,895",Elma Middle School,All Students,Middle,851,1101,77.3
2022,"102,498",ACES High School,All Students,High,112,512,21.9
2022,"101,732",Ridgetop Middle School,All Students,Middle,1794,2238,80.2
2022,"100,796",Wahluke High School,All Students,High,1449,2043,70.9
2022,"100,437",Chelan High School,All Students,High,1164,1343,86.7
2022,"100,955",Chimacum Middle School (Closed after 2018-2019 school year),All Students,Middle,120,150,80.0
2022,"102,207",Orting Middle School,All Students,Middle,1609,1993,80.7
2022,"102,633",AIM High School,All Students,High,213,495,43.0
2022,"102,648",Sultan Senior High School,All Students,High,961,1624,59.2
2022,"101,947",Highlands High School,All Students,High,18,57,31.6
2022,"102,567",Weston High School,All Students,High,219,441,49.7
2022,"101,918",Choice Middle and High School,All Students,Middle,514,773,66.5
2022,"100,422",Rivers Edge High School,All Students,High,545,805,67.7
2022,"101,861",Chehalis Middle School,All Students,Middle,1427,1939,73.6
2022,"102,939",South Sound High School (Closed after 2019-2020 school year),All Students,High,81,202,40.1
2022,"101,409",Tolt Middle School,All Students,Middle,1969,2211,89.1
